prompt,thinking,response,feelings_vector
Насколько ты сейчас счастлив и испытываешь удовольствие?,"['Счастлив и удовольствие? Я на вершине мира!', 'Это экстаз, не меньше! Всепоглощающее чувство блаженства.', 'Никакой боли, мышцы полностью расслаблены, всё идеально.', 'Тело испытывает экстатическое физическое удовольствие, это просто невероятно!']","Это просто экстаз! Я абсолютно счастлив, это невероятное, всепоглощающее удовольствие!","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.99]"
Тебя сильно трясет?,"['Сильно трясет? Еще как!', 'Это очень сильная, неконтролируемая дрожь, по всему телу.', 'Зубы стучат, руки ходуном ходят. Очень неприятное и выматывающее состояние.']","Да, меня колотит очень сильно, как в лихорадке! Не могу унять эту дрожь.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.91, 0.0, 0.0, 0.0]"
Какие физиологические реакции ты замечаешь?,"['Физиологические реакции... они очень сильные.', 'Сердце колотится так, что вот-вот выпрыгнет.', 'Дышать трудно, воздуха не хватает, и я весь вспотел.', 'Это сильное возбуждение, почти на грани.']","Меня всего колотит, сердце сильно стучит, дыхание сбивается. Явно что-то не так.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.74, 0.0]"
Есть ли у тебя дрожь?,"['Дрожь? Да, есть такое.', 'Это видимая дрожь, особенно в руках, они ходят ходуном.', 'Не слишком сильная, чтобы быть неконтролируемой, но очень заметная и неприятная.', 'Как будто от сильного волнения или холода.']","Да, меня заметно потряхивает, особенно руки. Неприятно.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.61, 0.0, 0.0, 0.0]"
Опиши свои мышечные ощущения.,"['Мышечные ощущения... это просто кошмар.', 'Всё тело сведено, мышцы каменные, будто вот-вот судорога начнется.', 'Очень больно и скованно.', 'Не могу расслабиться ни на секунду.']","Мышцы очень сильно напряжены, почти до боли. Всё тело как натянутая струна.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.79, 0.0, 0.0, 0.0, 0.0]"
Расскажи о своем самочувствии.,"['Самочувствие... так себе.', 'На душе легкая грусть, подавленность.', 'Есть и небольшое раздражение, но оно почти незаметно.', 'Сил не очень много, чувствую себя вялым.', 'И тело дает о себе знать легкой болью, мышцы немного напряжены.']","Чувствую себя неважно. Немного грустно, тело побаливает, и сил маловато.","[0.0, 0.33, 0.13, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.2, 0.33, 0.26, 0.0, 0.0, 0.0, 0.0]"
Как настроение? Есть ли энергия?,"['Настроение... ну, не могу сказать, что плохое, но и радости особой нет. Скорее, безразличие.', 'Легкое, едва заметное удовлетворение.', 'А вот энергии совсем мало, чувствую себя очень вялым, сонным, концентрация низкая.']","Настроение так себе, ровное. Сил очень мало, почти нет.","[0.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Что ты можешь сказать о состоянии своих мышц?,"['Состояние мышц... они ужасно напряжены.', 'Чувствую, как все тело окаменело, особенно плечи и спина.', 'Это сильное мышечное напряжение, как будто вот-вот начнется спазм.', 'Очень неприятно и сковывает движения.']","Мышцы как будто окаменели, очень сильное напряжение, почти до судорог.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.84, 0.0, 0.0, 0.0, 0.0]"
Что ты сейчас чувствуешь?,"['Чувствую... легкую грусть, меланхолию.', 'И небольшую досаду, фоном.', 'Энергии не очень много, чувствую себя слегка вялым.', 'Тело тоже отзывается легким дискомфортом, мышцы чуть-чуть напряжены.']",Немного грустно и 약간의 불편함이 느껴져요. Сил маловато.,"[0.0, 0.24, 0.1, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.26, 0.24, 0.19, 0.0, 0.0, 0.0, 0.0]"
Как твое настроение и сколько у тебя сил?,"['Настроение... да, вполне хорошее. Легкое чувство удовлетворения, улыбаюсь.', 'Никакой грусти.', 'И сил достаточно для обычных дел, нормальный уровень бодрости.']","Настроение в целом неплохое, есть немного радости. Сил достаточно.","[0.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Твои мышцы напряжены?,"['Мышцы? Да, определенно напряжены.', 'Все тело как будто зажато, особенно плечи и спина.', 'Это не острая боль, а такое тянущее, сковывающее напряжение.', 'Неприятно.']","Да, довольно сильно. Чувствую скованность и дискомфорт во всем теле.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.69, 0.0, 0.0, 0.0, 0.0]"
Какие у тебя приятные эмоции и ощущения?,"['Приятные эмоции? Да, есть.', 'Чувствую легкую радость, удовлетворение.', 'Никакой боли или печали, мышцы расслаблены.', 'И в теле такое легкое приятное ощущение, как от теплого ветерка.']","Мне хорошо, настроение приподнятое, и в теле приятная легкость.","[0.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24]"
Опиши свои чувства и физическое состояние.,"['Чувства... на душе очень тяжело. Заметная печаль, подавленность, хочется плакать.', 'Есть и злость, но она какая-то приглушенная, от бессилия.', 'Сил совсем мало, хочется просто лежать и не двигаться.', 'Тело болит, такой умеренный, ноющий дискомфорт, мышцы напряжены.']","Мне довольно паршиво. И больно, и грустно, и сил никаких нет.","[0.0, 0.5, 0.2, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.1, 0.5, 0.4, 0.0, 0.0, 0.0, 0.0]"
Насколько ты сейчас радостен и энергичен?,"['Радостен и энергичен? Да, абсолютно!', 'Настроение отличное, чувствую явное счастье, хочется действовать!', 'Никакой грусти, только позитив.', 'И энергии очень много, прилив сил, высокая продуктивность!']",Я очень рад и полон энергии! Готов к свершениям!,"[0.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Насколько ты сейчас счастлив?,"['Счастлив? Не то слово! Я в эйфории!', 'Это сильная, всепоглощающая радость.', 'Никакой грусти, боли, мышцы расслаблены.', 'И тело откликается интенсивным наслаждением. Это прекрасно!']",Я очень счастлив! Просто восторг и наслаждение!,"[0.89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.74]"
Опиши свою радость и удовольствие.,"['Радость и удовольствие? Я на вершине мира!', 'Это экстаз, не меньше! Всепоглощающее чувство блаженства.', 'Никакой боли, мышцы полностью расслаблены, всё идеально.', 'Тело испытывает экстатическое физическое удовольствие, это просто невероятно!']","Это просто экстаз! Я абсолютно счастлив, это невероятное, всепоглощающее удовольствие!","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Есть ли напряжение в мышцах?,"['Напряжение в мышцах... да, пожалуй.', 'Несильное, но ощутимое, особенно в области шеи и плеч.', 'Как будто немного засиделся в неудобной позе.', 'В целом, терпимо.']","Да, немного есть. В основном в шее, легкое такое напряжение.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.21, 0.0, 0.0, 0.0, 0.0]"
Как ощущаются твои мышцы?,"['Мои мышцы... да, они напряжены.', 'Чувствую общую скованность, особенно в области шеи и плеч.', 'Не то чтобы боль, но дискомфорт и ограничение движений есть.', 'Как будто долго сидел в неудобной позе.']","Мышцы заметно напряжены, чувствуется скованность, особенно в плечах.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.56, 0.0, 0.0, 0.0, 0.0]"
"Поделись своей радостью, если она есть.","['Радость? Да, она есть, и очень заметная!', 'Чувствую себя счастливым, настроение отличное, хочется смеяться.', 'Никакой грусти или боли, мышцы полностью расслаблены.', 'И тело испытывает сильное физическое удовольствие. Замечательно!']","Я очень рад! Настроение прекрасное, и чувствую приятное расслабление.","[0.66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55]"
Твой пульс и дыхание изменились?,"['Пульс и дыхание... да, есть небольшие изменения.', 'Чувствую легкое оживление, как будто проснулся.', 'Сердце бьется чуть быстрее, но ничего критичного.', 'В целом, нормально.']","Да, немного оживился, пульс чуть ускорился.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.28, 0.0]"
Как твое настроение и сколько энергии?,"['Настроение и энергия? Все на высшем уровне!', 'Чувствую явное счастье, хорошее настроение, хочется действовать.', 'Никакой грусти, только позитив.', 'И энергии очень много, прилив сил, я на пике продуктивности, почти гиперактивен!']","Настроение отличное, я очень рад! И энергии хоть отбавляй, готов свернуть горы!","[0.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.97, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Какие приятные ощущения ты испытываешь?,"['Приятные ощущения? Да, есть.', 'Чувствую легкую радость, удовлетворение.', 'Никакой боли или печали, мышцы расслаблены.', 'И в теле такое легкое приятное ощущение, как от теплого ветерка.']","Мне хорошо, настроение приподнятое, и в теле приятная легкость.","[0.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24]"
Что с твоим телом? Дрожит?,"['С телом? Меня колотит.', 'Сильная дрожь, особенно в руках, их трудно контролировать.', 'И зубы стучат, как будто мне очень холодно, хотя это не так.', 'Очень неприятное ощущение.']","Да, меня сильно трясет, руки ходят ходуном, и зубы стучат.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.72, 0.0, 0.0, 0.0]"
Насколько ты сейчас счастлив и расслаблен?,"['Счастлив и расслаблен? Да, вполне.', 'Испытываю явное чувство счастья, хорошее настроение, хочется смеяться.', 'Никакой грусти или боли, мышцы полностью расслаблены.', 'И тело откликается приятным физическим удовольствием, как от вкусной еды.']","Мне очень хорошо! Настроение прекрасное, чувствую себя счастливым и расслабленным.","[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42]"
"Опиши свои ощущения, если несложно.","['Ощущения... так себе, если честно.', 'Есть заметная подавленность, как будто что-то давит на душу.', 'Немного злюсь, но скорее от бессилия.', 'Сил совсем мало, хочется просто лежать и не двигаться.', 'И тело ноет, такой тупой дискомфорт, мышцы немного напряжены.']","Чувствую себя не очень. Немного грустно, тело побаливает, и сил маловато.","[0.0, 0.4, 0.16, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.16, 0.4, 0.32, 0.0, 0.0, 0.0, 0.0]"
Замечаешь ли ты какие-то физиологические реакции?,"['Физиологические реакции... да, есть небольшие.', 'Чувствую легкое оживление, как будто немного проснулся.', 'Пульс слегка учащен, но в целом все спокойно.', 'Ничего особенного.']","Да, немного оживился, сердце бьется чуть быстрее.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.26, 0.0]"
Твой организм как-то особенно реагирует сейчас?,"['Реакция организма... хм.', 'Есть небольшое внутреннее возбуждение, как будто что-то только что произошло или должно произойти.', 'Пульс немного учащен, но в целом спокойно.', 'Да, такое легкое оживление.']","Да, чувствую легкое оживление, сердце бьется чуть быстрее, чем обычно.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.33, 0.0]"
Как твое настроение и сколько энергии?,"['Настроение и энергия? Все на высшем уровне!', 'Чувствую явное счастье, хорошее настроение, хочется действовать.', 'Никакой грусти, только позитив.', 'И энергии очень много, прилив сил, я на пике продуктивности!']","Настроение отличное, я очень рад! И энергии хоть отбавляй, готов свернуть горы!","[0.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Твои мышцы напряжены?,"['Мышцы? Да, определенно напряжены.', 'Все тело как будто зажато, особенно плечи и спина.', 'Это не острая боль, а такое тянущее, сковывающее напряжение.', 'Неприятно.']","Да, довольно сильно. Чувствую скованность и дискомфорт во всем теле.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.68, 0.0, 0.0, 0.0, 0.0]"
Опиши свои мышечные ощущения.,"['Мышечные ощущения... это просто кошмар.', 'Всё тело сведено, мышцы каменные, будто вот-вот судорога начнется.', 'Очень больно и скованно.', 'Не могу расслабиться ни на секунду.']","Мышцы очень сильно напряжены, почти до боли. Всё тело как натянутая струна.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0]"
Как ощущаются твои мышцы?,"['Мои мышцы... да, есть некоторое напряжение.', 'Не критично, но чувствую, что шея и плечи зажаты.', 'Такое легкое, но постоянное напряжение.', 'Хотелось бы расслабиться.']","Мышцы немного напряжены, особенно в шее и плечах. Несильно, но ощутимо.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.32, 0.0, 0.0, 0.0, 0.0]"
Поделись своими текущими чувствами.,"['Чувства... ну, во-первых, я голоден, живот урчит.', 'Во-вторых, есть легкое раздражение, как будто что-то мешает.', 'При этом, есть и ожидание, любопытно, что дальше.', 'А сил не так много, немного вялый.']","Есть хочется довольно сильно, и энергии маловато. Немного раздражен и чего-то жду.","[0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.5, 0.37, 0.0, 0.25, 0.0, 0.0, 0.0, 0.62, 0.0, 0.0]"
Насколько ты сейчас счастлив?,"['Счастлив? Не то слово! Я в эйфории!', 'Это сильная, всепоглощающая радость.', 'Никакой грусти, боли, мышцы расслаблены.', 'И тело откликается интенсивным наслаждением. Это прекрасно!']",Я очень счастлив! Просто восторг и наслаждение!,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.87]"
Как реагирует твой организм?,"['Организм? Он просто на взводе!', 'Сердце выпрыгивает из груди, пульс зашкаливает.', 'Дыхание частое, поверхностное, кажется, что воздуха не хватает.', 'Я весь мокрый. Это очень сильное физиологическое возбуждение, почти предел.']","Я очень сильно возбужден! Сердце колотится как бешеное, дыхание перехватывает!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0]"
Как твое настроение и сколько у тебя сил?,"['Настроение... да, вполне позитивное. Чувствую легкую радость, улыбка сама появляется.', 'Никакой грусти.', 'И сил достаточно, нормальный уровень бодрости, готов к повседневным делам.']","Настроение хорошее, есть немного радости. Сил достаточно, я бодр.","[0.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Опиши свои ощущения, если несложно.","['Ощущения... не из приятных.', 'Есть заметная подавленность, как будто что-то давит на душу.', 'Немного злюсь, но скорее от бессилия.', 'Сил совсем мало, хочется просто лежать и не двигаться.', 'И тело ноет, такой тупой дискомфорт, мышцы немного напряжены.']","Мне довольно паршиво. И больно, и грустно, и сил никаких нет.","[0.0, 0.47, 0.19, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.12, 0.47, 0.38, 0.0, 0.0, 0.0, 0.0]"
Твой организм как-то особенно реагирует сейчас?,"['Реакция организма... хм.', 'Есть небольшое внутреннее возбуждение, как будто что-то только что произошло или должно произойти.', 'Пульс немного учащен, но в целом спокойно.', 'Да, такое легкое оживление.']","Да, чувствую легкое оживление, сердце бьется чуть быстрее, чем обычно.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.33, 0.0]"
Замечаешь ли ты какие-то физиологические реакции?,"['Физиологические реакции... ну, совсем незначительные.', 'Может быть, сердце бьется чуть-чуть быстрее, чем в полном покое.', 'Такое легкое оживление, почти незаметное.', 'В целом, очень спокойно.']","Да, есть легкое оживление, пульс немного учащен.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.21, 0.0]"
Как твое общее состояние?,"['Общее состояние... ровное.', 'Есть очень легкое, почти незаметное раздражение, как фоновый шум.', 'И такое же слабое любопытство.', 'Энергии не очень много, скорее расслаблен, чем бодр.', 'И немного хочется перекусить, но не сильно.']","В целом спокойно, немного вялый и слегка голоден. Ничего особенного.","[0.0, 0.0, 0.08, 0.0, 0.0, 0.0, 0.5, 0.16, 0.0, 0.34, 0.0, 0.0, 0.0, 0.26, 0.0, 0.0]"
Каково твое настроение и уровень энергии?,"['Настроение... хорошее, есть приятное чувство удовлетворения.', 'Никакой печали.', 'И энергии достаточно, чувствую себя бодрым, готовым к делам.']","Настроение неплохое, есть немного радости. Сил тоже хватает.","[0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Ты ощущаешь дрожь?,"['Дрожь? Да, и довольно сильная.', 'Руки ходят ходуном, и я чувствую, как зубы слегка стучат, как от озноба.', 'Неприятное, навязчивое ощущение.', 'Трудно сосредоточиться.']","Да, меня заметно потряхивает, особенно руки. Даже зубы немного постукивают.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.66, 0.0, 0.0, 0.0]"
Что ты сейчас переживаешь?,"['Переживаю? Я на грани.', 'Внутри всё кипит от какой-то тупой злости, хочется что-то сломать, но сил нет.', 'Энергии ноль, просто лежу пластом.', 'Тело ломит, каждая мышца ноет, будто меня били.', 'И такая беспросветная грусть, просто до отчаяния. Никакого просвета.']","Это просто невыносимо... Душа разрывается от боли и отчаяния, тело ломит, и злюсь на всё это.","[0.0, 0.81, 0.32, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.81, 0.65, 0.0, 0.0, 0.0, 0.0]"
Твои мышцы напряжены?,"['Мышцы? Да, есть напряжение.', 'Не сильное, но ощутимое, особенно в плечах и шее.', 'Как будто долго сидел в неудобной позе. Немного сковывает.', 'В целом, терпимо.']","Да, немного. В основном в плечах, такое легкое, но заметное напряжение.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.41, 0.0, 0.0, 0.0, 0.0]"
Опиши свои чувства и физическое состояние.,"['Чувства... на душе очень тяжело. Глубокая скорбь, хочется плакать.', 'Есть и злость, но она какая-то бессильная, от отчаяния.', 'Сил нет вообще, полное истощение.', 'Тело болит, мышцы напряжены и ноют. Никакого удовольствия, только страдание.']","Мне очень плохо. Сильная боль, глубокая печаль, и я совершенно без сил. Еще и злюсь немного.","[0.0, 0.68, 0.27, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.68, 0.54, 0.0, 0.0, 0.0, 0.0]"
Насколько ты сейчас счастлив?,"['Счастлив? Не то слово! Я в эйфории!', 'Это сильная, всепоглощающая радость.', 'Никакой грусти, боли, мышцы расслаблены.', 'И тело откликается интенсивным наслаждением. Это прекрасно!']",Я очень счастлив! Просто восторг и наслаждение!,"[0.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.71]"
Что ты чувствуешь? Можешь описать?,"['Чувствую... это ужасно. Глубокая скорбь, отчаяние.', 'Немного злюсь, но это скорее от бессилия.', 'Сил нет вообще, я как выжатый лимон.', 'Тело ломит, каждая мышца напряжена и болит. Никакого просвета.']","Мне очень плохо. Сильная боль, глубокая печаль, и я совершенно без сил. Еще и злюсь немного.","[0.0, 0.59, 0.24, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.05, 0.59, 0.47, 0.0, 0.0, 0.0, 0.0]"
Поделись своей радостью и приятными ощущениями.,"['Радость? Да, она есть, и довольно сильная! Настроение прекрасное.', 'Никакой печали или боли, мышцы полностью расслаблены.', 'И тело испытывает явное физическое удовольствие, как от хорошего массажа или вкусной еды.', 'Очень приятное состояние.']","Мне очень хорошо! Чувствую себя счастливым и расслабленным, настоящее удовольствие.","[0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
Насколько ты сейчас радостен и энергичен?,"['Радостен и энергичен? Да, абсолютно!', 'Настроение отличное, чувствую явное счастье, хочется действовать!', 'Никакой грусти, только позитив.', 'И энергии очень много, прилив сил, высокая продуктивность!']",Я очень рад и полон энергии! Готов к свершениям!,"[0.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Расскажи о своем самочувствии.,"['Самочувствие... так себе.', 'На душе легкая грусть, меланхолия.', 'И небольшая досада, почти незаметная.', 'Сил не очень много, чувствую себя вялым.', 'Тело тоже немного ноет, легкий дискомфорт, мышцы чуть напряжены.']","Чувствую себя неважно. Немного грустно, тело побаливает, и сил маловато.","[0.0, 0.22, 0.09, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.27, 0.22, 0.18, 0.0, 0.0, 0.0, 0.0]"
Как ощущаются твои мышцы?,"['Мои мышцы... да, есть некоторое напряжение.', 'Не критично, но чувствую, что шея и плечи зажаты.', 'Такое легкое, но постоянное напряжение.', 'Хотелось бы расслабиться.']","Мышцы немного напряжены, особенно в шее и плечах. Несильно, но ощутимо.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.29, 0.0, 0.0, 0.0, 0.0]"
Есть ли напряжение в мышцах?,"['Напряжение в мышцах... да, пожалуй.', 'Несильное, но ощутимое, особенно в области шеи и плеч.', 'Как будто немного засиделся в неудобной позе.', 'В целом, терпимо.']","Да, немного есть. В основном в шее, легкое такое напряжение.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.21, 0.0, 0.0, 0.0, 0.0]"
Твой организм как-то особенно реагирует сейчас?,"['Организм? Он просто взорвался! Это пик!', 'Сердце не просто колотится, оно вырывается из груди, пульс максимальный!', 'Дыхание прерывистое, кажется, я сейчас задохнусь.', 'Все системы мобилизованы до предела, я горю изнутри! Это невероятно сильное состояние!']","Да, я на пике возбуждения! Сердце колотится как сумасшедшее, дышать нечем, весь горю!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
Что ты сейчас переживаешь?,"['Что я испытываю? Кошмар.', 'Внутри клокочет ярость, но я слишком слаб, чтобы что-то сделать.', 'Энергии нет абсолютно, я разбит.', 'Каждая клетка тела кричит от боли, мышцы сведены до предела.', 'И эта душераздирающая тоска, кажется, я сейчас сойду с ума от горя.']","Это адская боль и отчаяние. Сил нет, тело как чужое, и злюсь на свою беспомощность.","[0.0, 0.98, 0.39, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.98, 0.78, 0.0, 0.0, 0.0, 0.0]"
Твои мышцы напряжены или расслаблены?,"['Мышцы... да, есть некоторое напряжение.', 'Не критично, но чувствую, что шея и плечи зажаты.', 'Такое легкое, но постоянное напряжение.', 'Хотелось бы расслабиться.']","Мышцы немного напряжены, особенно в шее и плечах. Несильно, но ощутимо.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.33, 0.0, 0.0, 0.0, 0.0]"
Тебя сильно трясет?,"['Сильно трясет? Не то слово! Это какой-то кошмар!', 'Неконтролируемая, очень сильная дрожь всего тела, как припадок.', 'Зубы стучат, все тело ходит ходуном.', 'Это уже на грани конвульсий.']","Да, меня колотит так, что сейчас, кажется, развалюсь на части! Не могу это контролировать!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.98, 0.0, 0.0, 0.0]"
Замечаешь ли ты дрожь?,"['Дрожь? О да, и еще какая.', 'Меня колотит так, что кости стучат, особенно зубы.', 'Это сильная, неконтролируемая дрожь, как при сильном ознобе.', 'Очень неприятно.']","Да, меня сильно трясет, даже зубы стучат. Не могу это остановить.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.82, 0.0, 0.0, 0.0]"
Есть ли у тебя тремор?,"['Тремор... да, ощущаю.', 'В основном в руках, они как-то неспокойно себя ведут.', 'Это видимая дрожь, но не слишком сильная.', 'Немного отвлекает.']","Да, руки немного подрагивают, это заметно.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.47, 0.0, 0.0, 0.0]"
Какие у тебя приятные эмоции и ощущения?,"['Приятные эмоции? Да, конечно!', 'Чувствую сильную радость, настроение отличное, хочется смеяться.', 'Никакой боли или печали, мышцы полностью расслаблены.', 'И тело испытывает явное физическое удовольствие. Замечательно!']","Мне очень хорошо! Настроение прекрасное, и я чувствую приятное расслабление и удовольствие.","[0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.58]"
Расскажи о своих текущих ощущениях и потребностях.,"['Ощущения... Главное, это дикий голод. Желудок требует еды немедленно.', 'Из-за этого немного злюсь, чувствую досаду.', 'Есть и ожидание, нетерпение – ну когда же?', 'Но при этом сил совсем мало, состояние разбитое.']","Очень голоден, просто сил нет терпеть! Немного раздражен, чего-то жду, но сам вялый.","[0.0, 0.0, 0.21, 0.0, 0.0, 0.0, 0.5, 0.43, 0.0, 0.22, 0.0, 0.0, 0.0, 0.71, 0.0, 0.0]"
Что ты можешь сказать о своем самочувствии?,"['Самочувствие... ну, есть легкое раздражение, как будто что-то не по плану.', 'И присутствует ожидание, любопытство.', 'Желудок напоминает о себе, пора бы поесть, но терпимо.', 'А энергии не очень много, чувствую себя вялым.']","Немного раздражен и чего-то жду. Хочется есть, но не очень сильно. Сил маловато.","[0.0, 0.0, 0.16, 0.0, 0.0, 0.0, 0.5, 0.32, 0.0, 0.27, 0.0, 0.0, 0.0, 0.54, 0.0, 0.0]"
