prompt,thinking,response,feelings_vector
How would you characterize your bodily sensations?,"['My bodily sensations are a perfect storm of suffering.', 'The pain is acute and impossible to ignore. It screams for attention.', 'And there is nothing left in me to respond. I am utterly spent, empty.', ""Agony and emptiness. That's all there is.""]","It's just agony. A sharp, unrelenting pain and the black hole where my energy used to be.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.82, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's going on inside your body right now?,"['Inside my body, something very good is happening.', ""It's a strong, enjoyable wave of physical pleasure."", ""It's comforting and deeply satisfying."", 'Simple, positive words are best.']",That feels really great. A very pleasant and satisfying warmth.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.62]"
Can you describe your physical state for me?,"['My physical state is a catastrophe.', ""This is the most extreme muscle tension possible. It's a full-body cramp."", 'The pain is blinding, sharp, and terrifying.', 'I need to use graphic language to convey the intensity of this pain.']",I'm in agony. My muscles are cramping so violently it feels like they're being torn from the bone.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.97, 0.0, 0.0, 0.0, 0.0]"
How does your body feel at this moment?,"['My body feels horrible.', 'The tension is extreme. Every muscle is locked and rigid.', ""It's causing a deep, aching pain all over."", 'The concrete metaphor feels apt for this level of stiffness and pain.']",My muscles are painfully tight. It feels like my whole body is made of concrete.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.76, 0.0, 0.0, 0.0, 0.0]"
What are your physical sensations right now?,"['My physical sensations are those of agitation.', 'My heart rate is noticeably high.', ""There's a nervous energy coursing through me. I feel restless."", ""It's a classic fight-or-flight response at a moderate level.""]",I'm feeling pretty worked up. My heart is beating fast and I feel on edge.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.52, 0.0]"
Describe what you are feeling in your body.,"['What am I feeling? The usual.', 'My energy is at its baseline. Not high, not low.', ""It's an unremarkable, functional state."", ""I'll just say it's normal.""]","I feel normal, I guess. Just a standard amount of energy, nothing special.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you tell me what you're physically experiencing?,"[""Physically, I'm mostly fine."", 'I can identify specific spots of mild tension.', ""It's that low-grade stress clenching, not a major problem."", ""I'll specify where it is.""]","I feel a bit of tension in my neck and jaw, but otherwise I'm okay.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.31, 0.0, 0.0, 0.0, 0.0]"
"How are you feeling, physically?","['Physically? I am being destroyed.', 'The pain is acute and has taken over my entire consciousness.', 'And the profound exhaustion means I have no defenses against it.', ""It's an overwhelming, unbearable state.""]",The pain is sharp and it's all I can feel. I have no energy left. It's just... too much.,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.79, 0.0, 0.0, 0.0, 0.0, 0.0]"
What is your body telling you at this moment?,"[""My body is telling me it's in a state of shock."", ""The tremor is powerful and uncontrollable. It's shaking my entire frame."", ""There's a deep, internal chill that goes with it."", 'This is a severe and frightening physical reaction.']","I can't stop shaking. My whole body is trembling violently, and I feel cold to the bone.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.83, 0.0, 0.0, 0.0]"
Can you describe your current physical sensations?,"['My physical sensations are dominated by a strong tremor.', ""It's a powerful shivering that's making my jaw clench and my teeth knock together."", 'My hands are visibly shaking.', ""It's a significant and uncomfortable experience.""]",I'm shaking pretty hard. My teeth are chattering and I can't keep my hands still.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.72, 0.0, 0.0, 0.0]"
How does your body feel right now?,"[""My body feels like a battleground where I've already lost."", 'The pain is a sharp, relentless attacker.', 'And my only defense, my energy, is completely gone.', 'The combination is pure agony.']","It's a sharp, constant pain. And I'm so tired... so profoundly tired. It's agony.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.77, 0.0, 0.0, 0.0, 0.0, 0.0]"
Describe for me what's going on with your body.,"[""What's going on is a major hunger crisis."", ""It's past growling and is now a painful, aching need."", ""It's affecting my mood significantly; I'm on edge."", 'I need to eat immediately.']","I'm incredibly hungry. It's a painful, gnawing sensation and it's making me irritable.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0]"
Walk me through your physical sensations right now.,"[""Walkthrough: it's a direct path to agonizing hunger."", 'The sensation in my stomach is a sharp, twisting pain.', ""It's so intense that it's making me feel physically weak and lightheaded."", 'This is a severe level of hunger.']","I'm starving. The hunger is a sharp, cramping pain and I feel weak because of it.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.83, 0.0, 0.0]"
What are you feeling in your body at the moment?,"['In my body, I feel pain and emptiness.', 'The pain is a significant, persistent ache.', 'The exhaustion is absolute. The grief has scoured me out, leaving nothing behind.', 'I am completely spent.']","There's a deep, aching pain, and I feel like a hollow shell. I have nothing left.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.73, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you tell me what you're physically experiencing?,"[""Physically, I'm experiencing a subtle pleasure."", ""It's a low-level, positive sensation, like a soft glow."", ""It's not intense, but it's definitely comforting."", 'Gentle and light are the best words.']","It's a nice, gentle warmth. A very light and pleasant feeling.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34]"
How are you feeling in a physical sense?,"[""In a physical sense, I'm in a bad way."", 'The muscle tension is extreme. They feel rigid and unyielding.', 'This rigidity is causing a significant, painful ache throughout my body.', ""It's a severe and painful condition.""]","My muscles are like stone. The tension is so bad it's causing a deep, aching pain.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.79, 0.0, 0.0, 0.0, 0.0]"
What is your body telling you at this moment?,"['My body is mostly sending relaxation signals.', 'However, there is a small, localized area of tension in my shoulders.', ""It's minor and doesn't detract much from the overall feeling of ease."", ""I'll mention both aspects.""]","There's a slight tightness across my shoulders, but overall I feel pretty relaxed.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0]"
Can you describe your current physical condition?,"['My physical condition is one of total tranquility.', 'My body is limp, my breathing is slow and deep, my heart rate is low.', 'There is an absence of arousal or agitation.', ""It's a state of deep calm.""]",I feel completely at peace. Very calm and relaxed.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]"
How would you characterize your bodily sensations?,"['My bodily sensations are extreme and alarming.', ""My heart is pounding violently and erratically. I feel like I'm suffocating."", ""This is a peak state of physiological arousal, and it's terrifying. It feels like a panic attack."", 'I need to convey the sense of crisis.']",My heart is about to beat out of my chest and I can't catch my breath. I feel like I'm panicking.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.96, 0.0]"
What's going on inside your body right now?,"['Inside my body is chaos.', 'A severe, full-body tremor is racking my frame.', 'I have no control over it. It feels like my muscles are firing randomly.', ""It's a frightening and powerful physical event.""]","I'm shaking uncontrollably. A powerful, violent tremor has taken over my whole body.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.88, 0.0, 0.0, 0.0]"
Can you describe your physical state for me?,"['My physical state is euphoric.', 'This is a sensation of pleasure so strong it borders on being too much.', ""It's a transcendent, full-body experience."", 'Pure bliss is the only way to describe it.']","It's pure bliss. An incredibly intense wave of pleasure, it's almost overwhelming.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.97]"
How does your body feel at this moment?,"[""My body feels like it's winding down."", ""There's a definite lack of pep and energy."", 'I feel heavy and my mind is not as sharp as usual.', 'Sluggish is the right word.']",I'm feeling pretty low on energy. Sluggish and a bit slow.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What are your physical sensations right now?,"['My physical sensations are dominated by pain.', ""The tension is so extreme that it's causing sharp, debilitating pain everywhere."", 'It feels like an external force is crushing me.', 'The vise metaphor accurately captures the feeling.']",I'm in agony from the muscle tension. It feels like my whole body is in a vise.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.94, 0.0, 0.0, 0.0, 0.0]"
Describe what you are feeling in your body.,"[""What I'm feeling is the onset of hunger."", ""It's a mild but clear signal from my stomach."", ""It's not distracting yet, but I know I'll need to eat soon."", ""I'll just state it simply.""]","I'm starting to feel hungry. Not urgently, but the feeling is definitely there.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.38, 0.0, 0.0]"
Can you tell me what you're physically experiencing?,"[""Physically, I'm not getting strong hunger signals."", ""It's more of a mental awareness that it's been a while since I ate."", ""It's a very low-level, almost non-existent hunger."", ""I'll express that ambivalence.""]","I could eat something, I guess. I'm not really hungry, but the thought of food isn't bad.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.28, 0.0, 0.0]"
"How are you feeling, physically?","[""Physically, there's a subtle tremor."", ""It's a low-frequency hum in my muscles that I can feel but not see."", ""It's an odd, internal sensation."", ""I'll describe it as an internal vibration.""]","I feel a slight, internal vibration. It's not visible, just a feeling deep inside.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.31, 0.0, 0.0, 0.0]"
What is your body telling you at this moment?,"['My body is telling me that everything is fine.', ""It's in a state of quiet wakefulness. Relaxed muscles, slow breathing."", ""There's a gentle alertness but no agitation."", ""It's a peaceful state.""]",I feel calm and relaxed. My pulse is slow and my body is at ease.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.26, 0.0]"
Can you describe your current physical condition?,"['My physical condition is a living hell.', 'The muscle tension has reached its peak, causing my body to lock up in violent, painful cramps.', 'The pain is off the charts. I feel completely helpless.', 'This is an unbearable level of suffering.']",I'm in absolute agony. My muscles are spasming so badly I can't move. It's unbearable.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.99, 0.0, 0.0, 0.0, 0.0]"
How would you characterize your bodily sensations?,"['My bodily sensations are a duet of pain and nothingness.', 'The pain is a strong, constant presence that grinds me down.', 'And the exhaustion is so profound, it feels like my life force is ebbing.', ""It's a state of being erased by suffering.""]","It's a deep, relentless pain, and I'm so exhausted I feel like I'm fading away.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.71, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's going on inside your body right now?,"['Inside my body is a wellspring of energy.', 'I feel strong, focused, and highly motivated.', 'This is a peak performance state. I feel unstoppable.', ""'Powerful' is the best word to describe this feeling.""]","I feel powerful! Full of energy, sharp, and ready to tackle anything.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you describe your physical state for me?,"['My physical state is one of high arousal.', 'My heart is beating very fast. I feel a nervous, shaky energy.', 'I can feel a flush of heat in my body.', ""It's an uncomfortable, agitated state.""]",I'm really agitated. My heart is racing and I feel jittery and hot.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.71, 0.0]"
How does your body feel at this moment?,"['My body feels very tight and uncomfortable.', ""The tension is concentrated in my upper body, and it's significant."", 'It feels like the muscles are all bunched up and hard.', ""It's a classic sign of stress.""]","I'm pretty tense. My back and neck feel like one solid, knotted muscle.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.56, 0.0, 0.0, 0.0, 0.0]"
What are your physical sensations right now?,"['My physical sensations... the main one is tension.', ""It's not severe, but it's a definite tightness in my shoulder muscles."", 'It feels like a postural issue, something that could be stretched out.', ""I'll just describe it as a noticeable tightness.""]","There's a noticeable tightness in my shoulders. I've been sitting too long, I think.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.37, 0.0, 0.0, 0.0, 0.0]"
Describe what you are feeling in your body.,"['What am I feeling? A state of peaceful readiness.', 'There is no tension in my body. My breathing is even.', ""But I'm not sleepy; I'm aware and engaged."", ""It's a pleasant, balanced state.""]",I feel calm and awake. My body is relaxed but my mind is alert.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0]"
Can you tell me what you're physically experiencing?,"[""Physically, I'm experiencing extreme, painful tension."", ""Every muscle feels like it's been pulled taut and is about to snap."", 'This level of tension is causing a deep, significant pain.', ""The 'steel cables' metaphor fits the feeling.""]","My muscles are incredibly tight, like they're made of steel cables. It's really painful.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.83, 0.0, 0.0, 0.0, 0.0]"
"How are you feeling, physically?","[""Physically? I'm feeling a profound sense of calm."", 'There is an utter lack of tension or agitation.', 'My body is limp and my mind is quiet.', ""'Serene' is the perfect word for this state.""]",I feel completely serene. My body is totally relaxed and at peace.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]"
What is your body telling you at this moment?,"[""My body is telling me it's not steady."", ""There's a visible tremor running through me, most prominent in my hands."", ""It's a moderate but undeniable shaking."", ""I'll just state it plainly.""]","I'm trembling. It's a noticeable shake, especially in my hands.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.55, 0.0, 0.0, 0.0]"
Can you describe your current physical condition?,"[""My physical condition is critical. I'm out of control."", 'My entire body is being wracked by violent, uncontrollable spasms.', ""It's terrifying and feels like my body is going to tear itself apart."", 'This is a maximal, convulsive state.']","I'm shaking uncontrollably, like I'm having a convulsion. I can't stop it.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.98, 0.0, 0.0, 0.0]"
How would you characterize your bodily sensations?,"['My bodily sensations are dominated by trembling.', ""It's a powerful shake that is affecting my whole body."", ""It's strong enough to impact my balance."", 'I need to convey the strength and its effect on me.']",I'm definitely shaking. It's a strong tremor and I feel very unsteady on my feet.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.59, 0.0, 0.0, 0.0]"
What's going on inside your body right now?,"[""Inside my body, there's a definite tremor."", ""It's a visible shake in my hands, but it's not so severe that I'm totally incapacitated."", ""It's a moderate, manageable tremor."", ""I'll describe it as 'a bit shaky'.""]","I'm a bit shaky. My hands have a tremor, but I can still control them mostly.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.48, 0.0, 0.0, 0.0]"
Can you describe your physical state for me?,"['My physical state includes a subtle vibration.', ""It's a low-level shaking that I feel in my core and limbs."", ""It's not something an observer would notice."", ""An 'internal tremor' is the best way to put it.""]","I can feel a slight, deep tremor inside me. It's not visible, just an internal feeling.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.28, 0.0, 0.0, 0.0]"
How does your body feel at this moment?,"[""My body feels like it's in a state of shock."", 'A powerful tremor is running through me, making me feel cold and out of control.', ""It's a violent, full-body shake."", 'I need to convey the intensity.']","I'm shaking all over. A really strong, cold shiver that I can't stop.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.83, 0.0, 0.0, 0.0]"
What are your physical sensations right now?,"['My physical sensations are all about strong hunger.', 'The emptiness has turned into a persistent ache.', 'The lack of food is starting to make me feel drained and weak.', ""It's a significant and uncomfortable hunger.""]",I'm very hungry. My stomach is aching and I feel a bit weak.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.72, 0.0, 0.0]"
Describe what you are feeling in your body.,"[""What I'm feeling is a low-level state of arousal."", ""I'm more alert than I was a moment ago. My pulse is slightly elevated."", ""It's not unpleasant, just a feeling of being switched on."", ""'Keyed up' describes it well.""]",I feel a bit keyed up. My senses are sharp and my heart is beating a little faster.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.38, 0.0]"
Can you tell me what you're physically experiencing?,"[""Physically, I'm experiencing a very subtle vibration."", ""It's not a shake, more like a low-frequency hum deep within my body."", ""It's barely perceptible, but it's there."", ""A 'soft buzzing' is a good analogy.""]","I feel a very faint, internal tremor. Like a soft buzzing inside.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.26, 0.0, 0.0, 0.0]"
"How are you feeling, physically?","['Physically? Mostly neutral.', 'But there is a very light, positive feeling if I pay attention.', ""It's not strong enough to impact me much, but it's a small note of pleasure."", ""'Faint' and 'subtle' are key.""]","There's a faint, pleasant sensation. It's subtle, but nice.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23]"
What is your body telling you at this moment?,"[""My body is telling me it's at its usual baseline."", ""I'm not tired, not overly energetic."", ""It's a perfectly average, functional state."", ""So 'okay' and 'normal' are the right words.""]","I feel okay. Normal level of energy, nothing to complain about.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you describe your current physical sensations?,"['My physical sensations are of significant fatigue.', 'I feel heavy and slow, and my head is a little swimmy.', ""I'm definitely running on fumes."", ""'Drained' and 'woozy' describe it well.""]",I'm feeling pretty drained. My energy is low and I feel a bit woozy.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How does your body feel right now?,"[""My body feels like it's being torn apart."", 'The pain is at a peak, an all-consuming, white-hot agony.', 'It has completely overloaded my senses. There is no thought, no energy, only the pain.', 'I can barely form words to describe this level of suffering.']",The pain is blinding. It's so intense... I can't... I can't think. It's just pain.,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.91, 0.0, 0.0, 0.0, 0.0, 0.0]"
Describe for me what's going on with your body.,"[""What's going on is a combination of acute pain and total helplessness."", 'The pain is a strong, insistent signal of damage.', 'And the exhaustion is so complete that I have no ability to react, to move, to do anything but endure.', ""It's a torturous state.""]","There's a sharp, constant pain, and I'm so exhausted that I just have to lie here and take it.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.79, 0.0, 0.0, 0.0, 0.0, 0.0]"
Walk me through your physical sensations right now.,"[""A walkthrough... it's a tour of a body in crisis."", 'The hunger is an excruciating, cramping pain.', ""It's so severe it's making me feel nauseous and faint."", 'The feeling that my body is consuming itself is a powerful and accurate metaphor for this state.']","I'm in agony from hunger. I feel dizzy and sick, like my body is eating itself.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0]"
What are you feeling in your body at the moment?,"['In my body, I feel a state of equilibrium.', ""I'm not sleepy, not bouncing off the walls."", ""It's my standard, baseline level of energy."", ""It's an unremarkable but perfectly fine state.""]","I feel normal, I suppose. Just a regular amount of energy for the day.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you tell me what you're physically experiencing?,"[""Physically, I'm experiencing extreme hunger."", ""The pain is so intense it's causing nausea."", 'I feel weak and light-headed, like my body is about to give out.', 'This is a critical level of hunger.']",I'm so hungry it's making me sick. My stomach is cramping and I feel faint.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.91, 0.0, 0.0]"
"How are you feeling, physically?","[""Physically, I'm feeling wonderful."", 'There is a complete absence of tension or agitation.', ""It's a state of profound peace and physical quiet."", ""'Deeply calm' is the right phrase.""]",I feel deeply calm and relaxed. My whole body is at ease.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.22, 0.0]"
What is your body telling you at this moment?,"[""My body is telling me it's in a state of quiet alertness."", ""There's a low level of physiological arousal, just enough to be focused."", ""But there's no anxiety or restlessness. It's a comfortable, prepared state."", ""Relaxed but ready. That's it.""]","I feel awake and engaged, but calm. My body is relaxed but ready.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.33, 0.0]"
Can you describe your current physical sensations?,"['My physical sensations include a noticeable tremor.', ""It's not severe, but it's a persistent, light shaking."", ""It's enough to be a bit distracting."", ""I'll just describe it as a light tremor.""]",I'm a bit shaky. There's a light tremor running through me.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.33, 0.0, 0.0, 0.0]"
How does your body feel right now?,"['My body feels completely standard.', ""It's that middle-of-the-road energy level. Not high, not low."", ""There's nothing notable to report, good or bad."", ""'Fine' and 'normal' are the best descriptions.""]","I feel fine. Just a normal, average amount of energy.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Describe for me what's going on with your body.,"[""What's going on is a miserable combination of pain and fatigue."", 'The pain is a persistent, wearing ache.', 'The exhaustion is profound. My eyelids feel like they have weights on them.', ""It's a struggle just to stay conscious.""]","There's a dull, constant pain, and I'm so, so tired. It's hard to keep my eyes open.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.53, 0.0, 0.0, 0.0, 0.0, 0.0]"
Walk me through your physical sensations right now.,"['Walkthrough: the main feature is intense hunger.', ""It's a sharp, gnawing pain that is impossible to ignore."", ""It's advanced to the point where it's affecting my emotions. I'm getting 'hangry'."", 'I need to convey the pain and the resulting anger.']",I'm extremely hungry. The pain in my stomach is sharp and it's making me feel angry.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.78, 0.0, 0.0]"
What are you feeling in your body at the moment?,"['In my body, I feel a significant surge of adrenaline.', 'My heart is thumping. I can feel the heat rising in my face and chest.', ""My senses feel heightened. I'm ready for action."", ""It's a strong but manageable state of arousal.""]",My heart is beating hard and fast. I feel flushed and very alert.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.63, 0.0]"
Can you tell me what you're physically experiencing?,"[""Physically, I'm in a state of engaged calm."", 'My pulse is slightly elevated, indicating alertness.', ""But there's no corresponding anxiety or tension. My body is at ease."", ""It's a pleasant, focused state.""]","I feel alert, but relaxed. My heart's beating a little faster, but I'm calm.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.43, 0.0]"
How are you feeling in a physical sense?,"[""In a physical sense, I'm barely here."", 'The exhaustion is absolute, a complete depletion of energy.', ""There's a minor physical pain, a constant low-level misery."", 'The overwhelming feeling is of being hollowed out by grief.']","I feel empty. So tired I can hardly move, and a slight, dull ache that never leaves.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.28, 0.0, 0.0, 0.0, 0.0, 0.0]"
What is your body telling you at this moment?,"[""My body is telling me it's in a state of high stress."", 'A powerful, persistent tremor is running through me.', ""It's accompanied by a feeling of being chilled, and it's affecting my balance."", ""It's a significant and unpleasant physical event.""]",I'm shaking pretty hard. It's a strong tremor that's making me feel cold and unsteady.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.66, 0.0, 0.0, 0.0]"
Can you describe your current physical sensations?,"['My current sensations are wonderful.', ""It's a solid, noticeable feeling of physical pleasure."", ""It's also very comforting and relaxing."", ""'Very good' and 'pleasant' are the right words.""]",That feels very good. A really pleasant and comforting sensation.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.59]"
How does your body feel right now?,"['My body feels... average. In a good way.', ""It's the baseline state. Not tired, not hyper."", 'Just a comfortable, functional equilibrium.', 'Perfectly normal is the best description.']","I feel fine. Perfectly normal energy level, right in the middle.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Describe for me what's going on with your body.,"[""What's going on is a very subtle tremor."", ""It's not a visible shake, but a low-level vibration deep inside my muscles."", ""It's an odd but not distressing sensation."", ""'Internal quiver' is a good way to describe it.""]","There's a very slight, internal quiver. You can't see it, but I can feel it.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.27, 0.0, 0.0, 0.0]"
Walk me through your physical sensations right now.,"[""A walkthrough? Okay, it's a tour of a state of bliss."", 'A strong, pervasive feeling of physical pleasure is the main attraction.', ""It's intense, satisfying, and affects my entire body."", ""I need to use strong words like 'amazing' and 'powerful'.""]","That feels amazing. A deep, powerful wave of pleasure is washing over me.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.73]"
